Revenue,Expenses,Profit,Assets,Liabilities,Debt_Ratio,Market_Cap,Share_Price,Industry,Region,Company_Size,Listing_Status
530770.85,293208.32,237562.53,899285.73,626710.49,0.7,10827647.4,161.86,Finance,North America,Large,Listed
361757.51,201289.27,160468.24,1486326.68,217766.0,0.15,9779253.49,182.18,Retail,Europe,Medium,Listed
462316.63,296477.95,165838.68,699002.29,438111.91,0.63,12849148.46,171.75,Manufacturing,Africa,Large,Listed
583132.67,361382.5,221750.17,842073.46,564191.48,0.67,12525508.42,166.31,Manufacturing,South America,Small,Listed
703171.3,421904.28,281267.02,1546933.71,1352078.78,0.87,1965911.2,152.84,Manufacturing,North America,Small,Listed
206593.21,5884.95,200708.26,926519.3,405283.52,0.44,13231004.43,155.85,Finance,Africa,Medium,Listed
501707.52,309973.91,191733.61,794742.67,151986.43,0.19,18385257.76,148.85,Technology,South America,Small,Private
821908.33,690389.2,131519.13,1342742.39,493739.21,0.37,3065355.46,124.58,Technology,South America,Small,Listed
451958.23,270172.57,181785.66,1212252.89,527759.96,0.44,11699850.04,120.13,Retail,South America,Large,Private
686202.37,521964.28,164238.09,1039971.62,744609.19,0.72,12888479.74,149.35,Manufacturing,Asia,Small,Private
598623.51,397263.54,201359.97,1369620.72,341022.74,0.25,3398654.7,158.31,Retail,Europe,Small,Listed
691172.12,566813.32,124358.8,500931.25,118142.69,0.24,6188268.32,162.94,Manufacturing,North America,Large,Private
338047.89,154477.41,183570.48,767246.63,211630.64,0.28,6591917.79,179.38,Retail,North America,Large,Listed
338919.67,189366.39,149553.28,1799334.79,512357.73,0.28,11086644.85,93.08,Retail,North America,Medium,Private
504054.38,257042.91,247011.47,-213782.83,-179370.03,0.84,3178565.91,167.84,Finance,Europe,Large,Listed
193555.64,36514.26,157041.38,730872.41,166850.71,0.23,6569461.51,165.76,Manufacturing,South America,Small,Listed
446051.88,274669.34,171382.54,526625.23,226657.43,0.43,11817895.96,166.44,Healthcare,Africa,Large,Listed
550575.33,336469.0,214106.33,1028407.33,434638.78,0.42,14306390.53,171.25,Finance,Europe,Large,Private
856927.12,679612.9,177314.22,1241975.6,250953.89,0.2,10154673.21,112.86,Manufacturing,Europe,Large,Private
580543.64,262571.01,317972.63,1442784.78,270054.83,0.19,4743548.52,160.69,Healthcare,Asia,Small,Listed
625045.69,378519.93,246525.76,835846.45,691941.5,0.83,8633218.34,161.65,Retail,South America,Small,Private
732895.17,532034.84,200860.33,630885.54,485213.02,0.77,11013132.18,65.39,Manufacturing,South America,Small,Private
307068.48,88663.41,218405.07,419492.1,355134.52,0.85,17610972.31,220.67,Retail,North America,Medium,Listed
466983.47,384754.63,82228.84,1019169.98,360479.14,0.35,12124180.18,105.68,Manufacturing,Europe,Large,Private
985082.52,723496.26,261586.26,1850919.47,964702.36,0.52,20430364.99,161.51,Healthcare,South America,Small,Private
484175.56,258580.73,225594.83,764921.21,233010.8,0.3,14137496.72,44.44,Retail,Europe,Medium,Listed
723286.15,526944.04,196342.11,971287.78,401649.72,0.41,16074877.62,204.14,Manufacturing,South America,Medium,Listed
692747.58,464455.1,228292.48,1054476.75,775383.1,0.74,6742931.52,120.09,Manufacturing,South America,Large,Listed
204377.26,-30015.2,234392.46,830861.18,399659.51,0.48,13804947.04,129.25,Manufacturing,Africa,Small,Private
562095.86,382914.49,179181.37,1569298.78,294519.93,0.19,10898788.27,100.62,Healthcare,North America,Medium,Listed
529349.49,310341.39,219008.1,1483728.87,152159.32,0.1,22246118.15,125.27,Healthcare,North America,Large,Listed
565991.76,313555.53,252436.23,1327306.86,383477.67,0.29,8263699.41,156.27,Retail,South America,Medium,Listed
349177.5,126432.61,222744.89,1384213.6,341300.65,0.25,18903279.57,227.77,Retail,North America,Small,Private
276616.1,89246.4,187369.7,725906.15,533736.08,0.74,18588225.12,193.88,Finance,South America,Large,Listed
404798.0,189965.46,214832.54,540840.12,342515.63,0.63,7131075.88,192.3,Manufacturing,Africa,Small,Private
480441.0,211329.05,269111.95,729064.67,561850.7,0.77,11556402.43,90.21,Technology,Europe,Large,Listed
736996.89,497798.09,239198.8,1112165.32,483803.67,0.44,2839231.99,161.36,Finance,North America,Medium,Private
863462.16,721615.52,141846.64,870170.39,493306.33,0.57,19063408.65,128.65,Retail,South America,Medium,Private
779319.57,549985.38,229334.19,1227636.58,532657.64,0.43,-737630.85,94.72,Retail,Europe,Small,Private
672037.04,449329.14,222707.9,1043287.75,288949.75,0.28,1939545.12,117.92,Finance,South America,Large,Private
299131.95,40926.27,258205.68,464271.9,280769.6,0.6,9227558.11,151.0,Manufacturing,North America,Medium,Private
418220.77,216579.79,201640.98,1496311.05,614796.96,0.41,5295948.24,131.3,Manufacturing,Europe,Small,Private
541985.21,360452.22,181532.99,795470.94,238214.92,0.3,5011225.28,165.52,Retail,South America,Large,Private
373512.19,241920.43,131591.76,1314520.84,1118364.23,0.85,8295800.4,87.57,Retail,Africa,Small,Listed
615441.13,450170.85,165270.28,660957.44,123103.99,0.19,14787277.62,269.24,Technology,North America,Small,Private
644097.22,383699.94,260397.28,647582.06,467190.0,0.72,14987882.5,161.08,Finance,Africa,Large,Private
607258.01,397360.19,209897.82,628398.21,339101.44,0.54,12294618.44,125.91,Healthcare,Asia,Medium,Private
705026.92,510016.31,195010.61,427262.17,303539.47,0.71,12492436.82,133.88,Retail,North America,Large,Listed
319081.76,54300.57,264781.19,436852.84,75093.79,0.17,10194594.21,77.95,Technology,Africa,Large,Listed
686565.74,432085.62,254480.12,1152247.42,475106.71,0.41,15184535.62,73.12,Retail,Europe,Large,Private
360870.91,197658.19,163212.72,628996.97,463463.73,0.74,10619911.99,140.5,Healthcare,Europe,Medium,Private
311812.81,51762.99,260049.82,1138371.52,856126.63,0.75,6076581.47,160.67,Finance,South America,Small,Private
606423.23,489352.28,117070.95,1040704.8,760886.75,0.73,8636472.78,85.56,Technology,Europe,Small,Listed
743174.71,520197.46,222977.25,1352023.81,940304.28,0.7,11205179.2,105.06,Retail,South America,Small,Listed
597602.7,380537.28,217065.42,592608.07,237800.67,0.4,14286261.12,156.19,Retail,Africa,Large,Private
504160.8,246671.7,257489.1,1424337.69,958516.13,0.67,11644172.78,97.0,Manufacturing,Africa,Large,Private
562030.77,342980.19,219050.58,637659.24,119591.54,0.19,3864166.8,194.97,Healthcare,Asia,Large,Listed
527285.38,339513.39,187771.99,-96967.9,-22310.91,0.23,14222157.72,165.08,Finance,Europe,Medium,Private
274809.82,83087.96,191721.86,1076102.16,572417.83,0.53,8162982.34,127.87,Retail,North America,Medium,Private
251475.97,-83186.48,334662.45,649927.46,350756.18,0.54,12621645.58,157.31,Retail,North America,Medium,Private
484234.82,280102.8,204132.02,1599927.17,763846.62,0.48,2128127.56,107.73,Finance,Asia,Large,Listed
515971.37,286117.59,229853.78,1120395.57,770831.72,0.69,12891613.72,108.11,Technology,Asia,Medium,Private
502266.48,403324.57,98941.91,965925.05,532275.4,0.55,14850609.66,223.06,Finance,Europe,Large,Listed
635220.32,476588.16,158632.16,1080627.65,164861.04,0.15,7442996.5,233.36,Finance,North America,Medium,Private
456904.66,230966.26,225938.4,801051.59,648658.54,0.81,12014889.72,128.4,Finance,North America,Medium,Private
612595.84,493321.97,119273.87,1673711.76,1008286.01,0.6,10995081.49,150.57,Retail,North America,Small,Listed
471082.65,243612.71,227469.94,780751.55,637369.21,0.82,6464314.86,128.78,Healthcare,South America,Medium,Listed
864671.79,700928.06,163743.73,1185321.65,525818.16,0.44,14765855.54,206.49,Technology,Europe,Medium,Private
516142.75,367835.32,148307.43,672414.71,68229.3,0.1,8940993.44,247.28,Manufacturing,Asia,Small,Listed
968144.52,804586.33,163558.19,1000663.53,710620.51,0.71,8046539.06,120.42,Retail,North America,Large,Listed
570402.32,294025.38,276376.94,505192.32,279275.87,0.55,12996847.76,87.97,Manufacturing,Africa,Large,Private
457264.57,240593.67,216670.9,1091441.73,126306.5,0.12,11019001.64,195.35,Manufacturing,Africa,Large,Listed
320110.4,165632.22,154478.18,1025927.0,572559.82,0.56,13366868.61,185.3,Technology,South America,Small,Listed
211422.29,-27344.7,238766.99,1219538.34,1030347.45,0.84,10781057.23,214.11,Manufacturing,Asia,Medium,Private
301711.54,60224.62,241486.92,1187252.41,316983.55,0.27,12082204.26,160.78,Retail,South America,Small,Private
324078.74,143144.15,180934.59,1011645.36,329189.95,0.33,9666741.44,46.88,Manufacturing,South America,Small,Listed
578964.0,331005.32,247958.68,1815796.5,1125088.7,0.62,6692054.85,90.6,Manufacturing,Asia,Medium,Private
394766.93,144429.45,250337.48,992684.72,751195.69,0.76,6429638.48,241.16,Manufacturing,North America,Large,Private
537385.41,294818.81,242566.6,1015667.54,622997.65,0.61,6664123.38,147.15,Retail,Europe,Small,Private
756395.67,590083.27,166312.4,965909.45,615634.69,0.64,7434570.42,106.45,Finance,North America,Medium,Private
482438.33,341390.92,141047.41,1081040.8,390642.51,0.36,25377879.78,54.92,Retail,South America,Small,Private
915831.34,800474.71,115356.63,885570.87,95663.14,0.11,12745762.0,174.0,Manufacturing,Asia,Small,Listed
264837.8,97613.53,167224.27,852693.57,658185.29,0.77,6441100.52,153.25,Manufacturing,Europe,Small,Listed
469883.29,288273.84,181609.45,1300824.65,1165793.39,0.9,15089109.4,88.4,Finance,North America,Medium,Listed
392137.42,206459.22,185678.2,980640.58,777776.27,0.79,19400067.73,103.22,Retail,South America,Medium,Private
687301.32,489661.5,197639.82,1421601.71,594232.95,0.42,7411194.27,110.15,Retail,North America,Small,Listed
52041.67,-234607.76,286649.43,242445.83,92482.8,0.38,7710825.84,172.54,Retail,Asia,Large,Private
211376.94,28355.8,183021.14,1609127.25,1396552.55,0.87,1010781.89,234.78,Manufacturing,Asia,Medium,Private
478530.64,280969.35,197561.29,1358099.7,1209678.88,0.89,8597639.81,132.53,Technology,Europe,Small,Listed
810275.54,701155.13,109120.41,979424.8,577652.39,0.59,14010514.57,231.73,Manufacturing,Africa,Small,Private
545168.37,233769.8,311398.57,968986.13,495708.13,0.51,8318676.54,149.27,Healthcare,South America,Large,Private
229690.51,95485.88,134204.63,1256273.0,644560.77,0.51,4819344.34,109.0,Finance,Africa,Medium,Private
260566.68,95909.42,164657.26,589456.46,154110.64,0.26,2559623.33,219.2,Healthcare,Europe,Large,Listed
834597.94,599811.84,234786.1,1015361.19,693044.8,0.68,11555538.86,173.83,Healthcare,Asia,Large,Listed
375773.04,163463.42,212309.62,1062064.45,251554.43,0.24,6884336.48,217.21,Technology,South America,Large,Private
311407.33,29248.02,282159.31,182399.16,48827.37,0.27,20135849.84,168.84,Finance,North America,Small,Private
795474.51,559473.83,236000.68,1139187.48,728317.3,0.64,10266724.03,271.28,Finance,Africa,Large,Private
702219.4,506283.6,195935.8,459101.09,365179.89,0.8,6110065.14,163.75,Healthcare,North America,Medium,Private
754811.93,502607.74,252204.19,1433186.48,906833.99,0.63,14407118.14,175.72,Retail,North America,Large,Private
309991.62,51926.22,258065.4,1535223.84,736818.69,0.48,20203152.42,114.02,Healthcare,Asia,Small,Listed
194978.87,27986.81,166992.06,1604221.03,1052676.59,0.66,19034666.87,197.79,Technology,Africa,Large,Private
526633.3,278481.83,248151.47,871026.01,404144.69,0.46,5400945.62,143.27,Technology,North America,Medium,Private
567025.23,378138.29,188886.94,865429.43,539479.46,0.62,3675255.52,185.11,Finance,Asia,Small,Private
572920.36,378094.26,194826.1,209487.33,151729.02,0.72,3527367.75,222.27,Finance,North America,Large,Listed
795636.79,588490.13,207146.66,1272078.77,142155.85,0.11,13496271.99,153.14,Technology,Africa,Small,Private
153246.58,-27714.38,180960.96,396537.42,109122.89,0.28,8541860.74,184.75,Retail,Africa,Medium,Private
671939.01,493668.57,178270.44,420345.81,278470.11,0.66,6574617.33,220.59,Technology,Asia,Large,Listed
280674.99,31438.95,249236.04,878504.89,369951.16,0.42,14124511.12,100.6,Technology,South America,Medium,Private
671147.06,547594.01,123553.05,557708.45,288735.01,0.52,5601340.39,157.17,Retail,Europe,Medium,Listed
405008.66,258090.01,146918.65,615302.07,398717.99,0.65,15081120.39,68.71,Technology,Africa,Medium,Private
337205.64,103468.94,233736.7,1018838.11,531035.01,0.52,4980407.32,142.88,Manufacturing,South America,Medium,Private
378019.46,181664.43,196355.03,1352588.17,1040882.39,0.77,8262148.12,197.0,Healthcare,Africa,Large,Listed
210877.96,-38697.67,249575.63,1215799.19,490365.74,0.4,16935623.92,58.2,Retail,North America,Large,Listed
508085.79,290189.18,217896.61,1075777.42,702935.93,0.65,10623174.54,107.37,Technology,North America,Small,Private
345465.32,212150.55,133314.77,1458764.38,642313.84,0.44,4837642.11,86.97,Technology,North America,Small,Listed
657259.65,454117.93,203141.72,1051048.33,550166.69,0.52,17574257.75,192.34,Technology,North America,Small,Listed
628011.22,401283.83,226727.39,789333.81,150756.96,0.19,15674416.29,174.98,Manufacturing,Asia,Small,Private
837631.41,625929.43,211701.98,691971.98,529484.82,0.77,17193200.83,208.27,Healthcare,South America,Large,Private
573265.5,396679.21,176586.29,1220939.2,434596.99,0.36,1457228.96,197.66,Technology,North America,Large,Private
604135.55,417832.57,186302.98,559582.7,190797.73,0.34,11496536.5,123.16,Technology,Africa,Medium,Private
780019.96,608024.22,171995.74,1139524.71,194873.98,0.17,6481632.23,142.63,Healthcare,North America,Small,Private
374467.46,240727.31,133740.15,828653.69,418564.87,0.51,6973571.99,131.14,Manufacturing,North America,Medium,Listed
202348.36,75485.34,126863.02,664807.93,288742.74,0.43,13212994.05,222.25,Retail,North America,Medium,Private
540018.81,320517.76,219501.05,657900.28,117862.95,0.18,1249419.02,176.91,Technology,Asia,Medium,Private
215473.31,59046.23,156427.08,1386137.64,972039.92,0.7,10791864.05,198.66,Technology,Europe,Large,Listed
990787.73,762007.81,228779.92,656974.88,100601.97,0.15,17666249.43,186.68,Finance,Asia,Medium,Listed
791099.66,620853.03,170246.63,888312.58,191901.24,0.22,10725374.46,125.29,Manufacturing,Africa,Small,Private
932795.27,798452.7,134342.57,812534.49,380719.69,0.47,15468128.45,104.51,Technology,North America,Medium,Private
512489.4,332886.58,179602.82,1423661.06,549824.77,0.39,10602160.63,174.87,Retail,Europe,Medium,Private
610114.72,305395.97,304718.75,1615321.81,517568.63,0.32,5737251.72,223.73,Finance,South America,Large,Listed
408104.91,212885.45,195219.46,1363539.06,751503.3,0.55,19649353.92,166.55,Manufacturing,South America,Small,Listed
676584.96,444291.63,232293.33,849741.5,441383.05,0.52,9038654.61,90.67,Finance,North America,Large,Listed
256891.36,48451.17,208440.19,1136903.8,506981.44,0.45,3702423.39,178.25,Technology,Africa,Medium,Listed
-8618.64,-138358.74,129740.1,636122.51,458608.9,0.72,3062857.84,123.99,Finance,North America,Medium,Private
341857.88,69409.72,272448.16,1084169.2,540492.39,0.5,9071112.85,62.41,Retail,South America,Large,Listed
208905.3,21296.39,187608.91,297164.17,262406.9,0.88,14370366.15,230.66,Healthcare,South America,Small,Private
795585.35,661110.98,134474.37,1094114.12,811230.36,0.74,9945514.6,108.84,Manufacturing,Asia,Large,Private
863135.49,688747.17,174388.32,977927.19,181072.51,0.19,2513460.61,214.53,Manufacturing,South America,Large,Listed
219414.19,29726.39,189687.8,1176300.86,375449.07,0.32,10418440.86,218.94,Retail,Europe,Medium,Private
758343.12,520869.14,237473.98,995072.05,526096.28,0.53,15454618.58,170.39,Finance,Africa,Large,Private
690277.0,524315.16,165961.84,1334022.6,633808.39,0.48,9362762.98,107.4,Healthcare,South America,Large,Listed
186044.66,-144972.62,331017.28,694602.27,95567.15,0.14,17283319.47,208.95,Technology,South America,Small,Listed
421946.49,268804.94,153141.55,1302589.05,680629.33,0.52,5820111.71,109.63,Finance,Asia,Small,Listed
383967.26,153367.51,230599.75,1188926.51,694672.1,0.58,14488058.64,147.72,Manufacturing,South America,Medium,Private
649599.08,548297.72,101301.36,1435796.91,675819.01,0.47,12420457.87,137.91,Manufacturing,Asia,Medium,Listed
254244.13,60429.06,193815.07,1462677.96,1159767.5,0.79,12641045.37,130.8,Manufacturing,Asia,Small,Listed
480225.47,261863.76,218361.71,619236.37,337652.14,0.55,12226457.79,162.16,Manufacturing,Asia,Small,Private
362813.1,218792.26,144020.84,1206813.07,879965.8,0.73,8355677.83,65.9,Healthcare,North America,Small,Private
594668.24,319715.97,274952.27,533726.36,303935.22,0.57,11500978.48,115.86,Manufacturing,Africa,Large,Listed
456641.59,234917.76,221723.83,1463867.05,1211270.85,0.83,7865325.13,104.85,Healthcare,Africa,Medium,Private
392950.86,208832.88,184117.98,658750.21,178752.1,0.27,11371221.23,177.4,Manufacturing,North America,Large,Private
457340.68,236156.8,221183.88,847990.64,649004.77,0.77,11459939.49,185.31,Retail,North America,Small,Listed
907208.57,736874.28,170334.29,1087021.64,498282.65,0.46,8834477.25,140.02,Technology,Europe,Small,Listed
416620.07,154051.07,262569.0,1295391.51,852445.64,0.66,9288239.1,180.87,Retail,Europe,Small,Private
291798.96,41034.03,250764.93,1148521.08,634999.96,0.55,2856959.12,146.65,Manufacturing,Asia,Small,Listed
616686.71,398017.21,218669.5,1306254.21,244378.64,0.19,10261920.1,135.47,Healthcare,North America,Small,Listed
471295.07,240710.47,230584.6,1004992.23,451512.24,0.45,12953654.6,166.23,Finance,Africa,Large,Private
216953.21,90813.02,126140.19,1097639.39,701504.41,0.64,11207539.55,160.67,Healthcare,North America,Small,Listed
946299.27,672952.01,273347.26,293273.56,240109.84,0.82,10713886.4,96.97,Technology,North America,Large,Listed
429504.21,234472.1,195032.11,1410436.07,387541.94,0.27,2819070.57,196.83,Healthcare,North America,Small,Private
424426.11,173173.83,251252.28,883531.59,339404.98,0.38,11911405.87,78.36,Finance,Africa,Large,Listed
531967.07,294474.96,237492.11,827825.11,321598.69,0.39,3851859.93,84.54,Finance,Africa,Small,Listed
846023.35,595537.61,250485.74,1774723.26,921951.94,0.52,6243359.18,98.71,Technology,South America,Small,Private
164050.93,16439.08,147611.85,-83532.47,-66024.42,0.79,4232025.19,148.92,Technology,North America,Small,Listed
555197.17,401222.14,153975.03,1038115.73,432293.05,0.42,4846554.98,228.32,Finance,Europe,Small,Private
917454.43,605040.69,312413.74,104052.91,22625.94,0.22,10713323.19,214.38,Technology,Africa,Medium,Private
525745.74,401712.84,124032.9,1135800.74,573855.6,0.51,3231193.43,104.26,Technology,Africa,Medium,Private
252933.2,107813.72,145119.48,720351.52,93742.66,0.13,3838590.09,144.67,Manufacturing,South America,Medium,Listed
376320.63,174158.43,202162.2,-173716.03,-65241.74,0.38,17911310.13,88.06,Finance,North America,Medium,Private
541376.51,339127.52,202248.99,1435651.94,734171.97,0.51,19332593.96,115.29,Manufacturing,Africa,Medium,Private
766160.78,593161.68,172999.1,484091.2,248893.24,0.51,14974091.53,246.46,Finance,Europe,Medium,Private
432132.83,201328.89,230803.94,1379495.37,1042368.11,0.76,8503310.77,139.82,Manufacturing,Africa,Large,Listed
665330.36,420226.19,245104.17,610133.56,452045.46,0.74,15699420.54,208.99,Technology,Asia,Large,Private
212926.23,13834.61,199091.62,814287.9,265544.37,0.33,12673988.57,190.61,Healthcare,Europe,Large,Private
211256.33,24680.82,186575.51,86562.77,29503.7,0.34,257904.13,115.97,Technology,Africa,Small,Private
403439.86,204552.97,198886.89,1169856.34,1035710.98,0.89,15800044.82,107.11,Finance,North America,Large,Private
787605.74,612473.78,175131.96,770426.35,318331.25,0.41,3742698.03,147.89,Retail,Asia,Large,Listed
513774.93,398686.78,115088.15,853376.22,182843.97,0.21,7434393.65,143.12,Healthcare,Asia,Medium,Private
557962.24,342916.02,215046.22,961989.46,601773.44,0.63,11512805.35,194.53,Technology,South America,Medium,Listed
555615.92,317324.13,238291.79,340794.44,100470.3,0.29,11471305.5,136.18,Retail,North America,Small,Listed
721841.6,529537.96,192303.64,1276440.88,743793.52,0.58,11916637.69,194.16,Technology,Africa,Small,Listed
377955.86,291209.77,86746.09,774599.93,586390.42,0.76,15986289.1,116.6,Healthcare,South America,Large,Listed
637657.02,466242.77,171414.25,1918078.73,458281.77,0.24,11352390.48,151.37,Manufacturing,South America,Small,Listed
333823.47,88537.37,245286.1,808161.14,372810.57,0.46,10791075.66,100.34,Manufacturing,North America,Medium,Private
896654.53,768566.96,128087.57,844170.97,343036.64,0.41,17667386.24,64.89,Retail,Africa,Medium,Listed
339921.78,105127.58,234794.2,457366.52,411405.59,0.9,9602362.52,104.31,Finance,Europe,Medium,Private
323522.14,145792.95,177729.19,354556.09,237306.49,0.67,9422523.29,175.23,Finance,Europe,Medium,Private
609933.96,410872.72,199061.24,1351074.76,224136.4,0.17,12240945.41,218.26,Healthcare,North America,Medium,Listed
515957.69,350252.67,165705.02,1424457.6,402946.34,0.28,20001754.89,142.89,Technology,North America,Large,Listed
565370.48,422149.61,143220.87,773840.08,174739.3,0.23,6559151.42,173.01,Manufacturing,Europe,Medium,Private
545462.76,273750.44,271712.32,1048529.63,117623.82,0.11,1418981.5,133.6,Retail,Africa,Medium,Listed
281921.56,41129.61,240791.95,1496746.35,527874.29,0.35,9949202.31,126.45,Healthcare,Asia,Medium,Private
822671.79,590435.74,232236.05,1115786.23,401198.47,0.36,16985178.34,205.5,Manufacturing,Africa,Large,Listed
678708.44,433280.67,245427.77,1193926.48,343844.53,0.29,12923670.51,214.99,Technology,South America,Large,Private
771789.99,546654.25,225135.74,1034906.63,561417.95,0.54,7425691.99,220.6,Technology,Europe,Medium,Listed
394333.82,147127.26,247206.56,738994.07,203046.07,0.27,10033343.94,192.0,Finance,South America,Small,Private
583304.71,416499.75,166804.96,1154181.08,984346.11,0.85,5084601.81,134.18,Retail,Europe,Medium,Private
539473.69,270589.35,268884.34,1745899.71,1197634.41,0.69,1087305.68,120.56,Finance,North America,Large,Private
725600.53,461178.98,264421.55,791831.85,156086.31,0.2,8578316.74,66.9,Technology,Asia,Small,Listed
732049.63,513025.53,219024.1,1346986.36,424420.39,0.32,5022078.79,246.7,Retail,Africa,Large,Listed
538610.16,353009.89,185600.27,1072546.9,950223.38,0.89,8435073.42,75.57,Retail,Asia,Medium,Private
196409.77,57586.23,138823.54,764084.59,198775.18,0.26,2561121.02,151.92,Healthcare,Africa,Medium,Private
855932.38,644499.49,211432.89,1358112.14,262884.0,0.19,18610042.43,69.95,Manufacturing,Asia,Small,Private
611197.49,326951.73,284245.76,1311597.72,374925.59,0.29,14740807.67,203.55,Manufacturing,South America,Large,Listed
378312.59,236354.45,141958.14,1232157.6,826882.58,0.67,7336272.98,169.18,Technology,South America,Large,Private
581308.43,330404.67,250903.76,1699446.25,874022.3,0.51,10231042.28,215.94,Retail,South America,Small,Private
197781.29,21353.23,176428.06,1734218.88,267159.34,0.15,15308965.4,160.6,Manufacturing,Asia,Large,Private
711070.61,530375.5,180695.11,1021586.84,397834.64,0.39,11538564.61,184.97,Manufacturing,Europe,Large,Private
205757.65,64530.6,141227.05,957554.99,162110.62,0.17,8263739.07,167.62,Retail,Europe,Large,Listed
455833.1,293457.75,162375.35,429049.55,142678.78,0.33,12356562.58,213.49,Technology,Europe,Large,Listed
548890.89,316551.79,232339.1,1613281.3,381976.42,0.24,8682671.2,167.62,Technology,South America,Medium,Listed
707767.94,469211.56,238556.38,970786.8,268383.24,0.28,9282936.97,199.53,Healthcare,Europe,Large,Listed
521308.94,309516.04,211792.9,756465.87,546569.42,0.72,18737476.88,250.98,Finance,Africa,Large,Private
626992.57,452033.21,174959.36,626631.44,455434.41,0.73,12136418.81,109.8,Manufacturing,North America,Medium,Private
494366.62,349544.48,144822.14,623782.99,427873.24,0.69,9606847.71,113.33,Technology,Africa,Small,Listed
493562.81,290474.89,203087.92,1703487.5,1108287.48,0.65,5022520.17,212.24,Finance,North America,Small,Private
517095.45,335343.17,181752.28,1359311.35,402535.78,0.3,12705619.47,162.41,Finance,South America,Small,Listed
462188.42,251629.35,210559.07,404804.28,183209.34,0.45,15180198.4,163.64,Retail,Europe,Small,Private
162685.95,-21252.17,183938.12,420977.87,197033.1,0.47,15770750.02,182.99,Technology,Europe,Small,Listed
346335.3,161118.54,185216.76,1048746.07,553618.85,0.53,22825588.84,161.96,Technology,Asia,Small,Private
548954.97,341006.94,207948.03,593415.37,465876.71,0.79,5098951.06,70.64,Manufacturing,Europe,Large,Private
450175.8,232566.18,217609.62,899176.79,729143.16,0.81,-12533.52,162.93,Healthcare,Europe,Medium,Private
468838.18,207642.12,261196.06,1621208.77,442334.13,0.27,14993512.41,95.32,Retail,Africa,Large,Private
435329.27,252178.69,183150.58,1427766.92,636206.17,0.45,4002412.14,177.11,Manufacturing,Africa,Medium,Listed
327280.32,100005.59,227274.73,315448.17,68900.03,0.22,4213420.51,173.41,Manufacturing,North America,Medium,Listed
401380.11,111199.01,290181.1,595553.06,368373.69,0.62,12785421.58,166.17,Technology,Asia,Medium,Private
438633.65,210029.83,228603.82,1098278.15,612461.56,0.56,11567016.95,143.93,Healthcare,Europe,Large,Private
501028.63,242816.08,258212.55,1451906.67,1133447.53,0.78,6797109.7,254.85,Finance,South America,Small,Private
578675.67,409707.04,168968.63,671254.15,345771.97,0.52,5889784.8,262.34,Manufacturing,Europe,Medium,Listed
463889.94,299907.72,163982.22,1147410.38,831728.01,0.72,10159986.72,60.55,Finance,Asia,Small,Listed
294068.95,102037.66,192031.29,818032.93,289969.96,0.35,7601159.43,126.31,Retail,Europe,Large,Private
220383.59,23030.58,197353.01,1700825.47,1114725.73,0.66,10618756.23,236.06,Healthcare,North America,Medium,Private
1019487.44,765946.21,253541.23,1248966.01,165024.64,0.13,5002147.67,200.62,Retail,North America,Large,Private
274036.99,110521.19,163515.8,922695.14,204120.22,0.22,5608406.59,136.67,Technology,North America,Large,Listed
396275.0,200706.4,195568.6,402133.35,184006.29,0.46,2265413.12,210.72,Technology,Africa,Medium,Listed
603400.06,349658.8,253741.26,575418.24,465809.84,0.81,11831108.78,111.2,Retail,Africa,Small,Listed
572172.12,361394.94,210777.18,-10090.42,-8153.98,0.81,6761802.15,114.69,Manufacturing,South America,Small,Private
604173.14,404713.99,199459.15,1108898.87,642070.09,0.58,13643608.65,150.71,Manufacturing,South America,Small,Listed
411456.59,199531.71,211924.88,1266414.03,258234.85,0.2,-1005998.24,174.87,Healthcare,North America,Medium,Listed
547711.61,404089.24,143622.37,1286582.44,829552.89,0.64,3069478.85,172.38,Technology,North America,Small,Listed
512268.73,369456.39,142812.34,754403.12,182192.16,0.24,9127662.51,163.66,Healthcare,South America,Medium,Private
437573.73,316984.42,120589.31,1512030.06,575134.15,0.38,6614601.41,157.97,Technology,Europe,Medium,Private
549081.95,338747.86,210334.09,1633423.9,573903.26,0.35,4596265.9,141.43,Manufacturing,South America,Medium,Listed
711073.11,465130.37,245942.74,733854.18,592640.53,0.81,8598801.52,130.35,Healthcare,South America,Small,Listed
495559.96,257280.64,238279.32,1472604.76,964344.25,0.65,8568825.48,150.16,Healthcare,South America,Large,Listed
496890.57,239709.17,257181.4,1055943.5,165619.79,0.16,14353398.8,166.63,Manufacturing,South America,Medium,Listed
713632.21,440921.1,272711.11,789294.96,611474.25,0.77,11329945.11,110.09,Healthcare,Africa,Small,Private
692272.07,485039.7,207232.37,1492478.48,663139.44,0.44,15631166.09,81.77,Healthcare,North America,Large,Listed
816787.29,620017.68,196769.61,517393.3,364147.44,0.7,17675614.63,154.49,Finance,North America,Large,Listed
148753.95,-125044.28,273798.23,406023.26,292882.05,0.72,6830538.36,158.93,Finance,South America,Small,Private
681023.84,516074.6,164949.24,841517.89,756478.09,0.9,15511669.33,132.65,Healthcare,North America,Large,Listed
620316.01,479242.64,141073.37,908586.06,343041.54,0.38,14369755.65,123.28,Healthcare,South America,Large,Private
322869.52,139813.49,183056.03,342678.54,271248.79,0.79,9794141.09,158.51,Finance,Asia,Large,Private
